Sales_order_number,Date,Country,Product_reference,Campaign_ID,Category_product,Sales_revenue_USD,Production_cost_USD,Customer_ID
SO-000282,2025-05-01,Colombia,Chrysal Root R,3,Regulador de crecimiento,56604.61,29963.71,282
SO-000283,2023-03-01,Ecuador,Chrysal Grow X,1,Nutricional,45765.49,24933.09,283
SO-000284,2024-01-01,Kenya,Chrysal Boost Z,3,Fertilizante,93638.26,50588.38,284
SO-000285,2023-01-01,Ecuador,Chrysal Root R,4,Regulador de crecimiento,217312.03,135566.84,285
SO-000286,2024-05-01,Colombia,Chrysal Boost Z,1,Fertilizante,44435.65,24706.78,286
SO-000287,2022-05-01,Kenya,Chrysal Grow X,1,Fertilizante,39505.29,21474.92,287
SO-000288,2022-02-01,Colombia,Chrysal Grow X,4,Fungicida,27211.38,14480.32,288
SO-000289,2022-03-01,Colombia,Chrysal Root R,4,Regulador de crecimiento,124569.36,76426.38,289
SO-000290,2025-03-01,Holanda,Chrysal Grow X,4,Nutricional,,51338.32,290
SO-000291,2022-04-01,Holanda,Chrysal Flora F,4,Fungicida,21197.39,13156.13,291
SO-000292,2024-02-01,Colombia,Chrysal Protect Y,4,Fertilizante,164121.07,95963.12,292
SO-000293,2022-02-01,Colombia,Chrysal Root R,1,Fertilizante,29956.01,14303.17,293
SO-000294,2023-02-01,Colombia,Chrysal Boost Z,1,Fertilizante,70721.89,35741.0,294
SO-000295,2023-02-01,Holanda,Chrysal Flora F,3,Regulador de crecimiento,143552.98,65921.34,295
SO-000296,2025-03-01,Holanda,Chrysal Root R,3,Regulador de crecimiento,,81708.81,296
SO-000297,2023-03-01,Ecuador,Chrysal Grow X,2,Fungicida,129709.67,75511.74,297
SO-000298,2024-02-01,Ecuador,Chrysal Grow X,3,Nutricional,,59838.95,298
SO-000299,2022-04-01,Colombia,Chrysal Grow X,3,Fungicida,27308.16,13990.36,299
SO-000300,2025-01-01,Kenya,Chrysal Grow X,4,Insecticida,84375.94,52239.73,300
SO-000301,2022-01-01,Kenya,Chrysal Boost Z,4,Fertilizante,46987.74,23584.12,301
SO-000302,2022-04-01,Holanda,Chrysal Flora F,3,Fertilizante,79639.77,35864.08,302
SO-000303,2024-02-01,Holanda,Chrysal Protect Y,2,Fertilizante,6598.81,3466.24,303
SO-000304,2023-03-01,Holanda,Chrysal Boost Z,4,Fungicida,213030.15,120181.45,304
SO-000305,2023-01-01,Colombia,Chrysal Boost Z,3,Fungicida,15755.85,8598.61,305
SO-000306,2022-05-01,Kenya,Chrysal Protect Y,3,Fertilizante,61017.38,37978.14,306
SO-000307,2025-05-01,Ecuador,Chrysal Protect Y,1,Fungicida,30509.99,14372.68,307
SO-000308,2023-04-01,Colombia,Chrysal Grow X,2,Regulador de crecimiento,,75820.18,308
SO-000309,2025-02-01,Ecuador,Chrysal Boost Z,1,Regulador de crecimiento,8946.76,4943.94,309
SO-000310,2023-01-01,Ecuador,Chrysal Root R,2,Fungicida,25247.83,12782.43,310
SO-000311,2025-02-01,Colombia,Chrysal Protect Y,4,Fertilizante,92494.01,56832.54,311
SO-000312,2024-01-01,Ecuador,Chrysal Protect Y,2,Fungicida,115005.83,69069.02,312
SO-000313,2025-04-01,Kenya,Chrysal Flora F,3,Fungicida,104808.26,62525.66,313
SO-000314,2024-04-01,Ecuador,Chrysal Root R,3,Fungicida,131239.69,82056.1,314
SO-000315,2024-05-01,Kenya,Chrysal Root R,2,Insecticida,70115.19,41687.47,315
SO-000316,2025-02-01,Kenya,Chrysal Protect Y,2,Regulador de crecimiento,107964.89,53590.34,316
SO-000317,2024-05-01,Kenya,Chrysal Grow X,2,Nutricional,109712.84,64852.64,317
SO-000318,2022-02-01,Holanda,Chrysal Flora F,1,Nutricional,52236.25,26720.96,318
SO-000319,2024-05-01,Ecuador,Chrysal Root R,2,Insecticida,106986.29,53325.71,319
SO-000320,2023-03-01,Colombia,Chrysal Protect Y,4,Fungicida,57254.98,26600.7,320
SO-000321,2025-03-01,Colombia,Chrysal Root R,1,Insecticida,,76710.38,321
SO-000322,2022-03-01,Ecuador,Chrysal Flora F,1,Insecticida,,37474.66,322
SO-000323,2025-03-01,Holanda,Chrysal Flora F,2,Fertilizante,93874.17,46646.07,323
SO-000324,2023-01-01,Holanda,Chrysal Boost Z,4,Regulador de crecimiento,52267.63,31354.09,324
SO-000325,2023-03-01,Kenya,Chrysal Protect Y,1,Nutricional,5356.74,3393.86,325
SO-000326,2023-04-01,Ecuador,Chrysal Flora F,3,Fungicida,110967.5,52332.91,326
SO-000327,2024-04-01,Ecuador,Chrysal Boost Z,1,Nutricional,102014.92,50653.19,327
SO-000328,2024-01-01,Colombia,Chrysal Boost Z,2,Nutricional,149349.69,89617.6,328
SO-000329,2025-03-01,Ecuador,Chrysal Root R,4,Regulador de crecimiento,183710.25,92755.55,329
SO-000330,2025-03-01,Holanda,Chrysal Root R,2,Nutricional,89246.7,51310.86,330
SO-000331,2022-03-01,Ecuador,Chrysal Boost Z,3,Nutricional,12323.46,5745.6,331
SO-000332,2022-05-01,Colombia,Chrysal Root R,3,Insecticida,78630.72,42495.23,332
SO-000333,2025-02-01,Kenya,Chrysal Flora F,3,Regulador de crecimiento,57575.47,34419.67,333
SO-000334,2024-05-01,Colombia,Chrysal Grow X,2,Fertilizante,35464.35,20828.31,334
SO-000335,2023-02-01,Colombia,Chrysal Flora F,1,Fungicida,101312.99,62106.32,335
SO-000336,2025-03-01,Kenya,Chrysal Boost Z,2,Nutricional,6864.02,4293.38,336
SO-000337,2022-03-01,Colombia,Chrysal Boost Z,4,Fungicida,176983.83,107010.92,337
SO-000338,2024-05-01,Colombia,Chrysal Flora F,1,Fertilizante,105775.98,61806.76,338
SO-000339,2025-05-01,Ecuador,Chrysal Root R,3,Fungicida,,63060.58,339
SO-000340,2025-02-01,Ecuador,Chrysal Root R,2,Fertilizante,87241.06,48592.69,340
SO-000341,2024-04-01,Kenya,Chrysal Boost Z,3,Insecticida,112864.24,51639.86,341
SO-000342,2025-02-01,Ecuador,Chrysal Protect Y,3,Nutricional,116162.85,71046.77,342
SO-000343,2024-05-01,Ecuador,Chrysal Root R,4,Fertilizante,72583.18,37318.27,343
SO-000344,2023-05-01,Colombia,Chrysal Flora F,1,Fungicida,116928.86,65770.83,344
SO-000345,2024-01-01,Holanda,Chrysal Root R,4,Nutricional,51330.88,25967.73,345
SO-000346,2024-05-01,Ecuador,Chrysal Flora F,4,Insecticida,140154.57,85003.75,346
SO-000347,2024-01-01,Holanda,Chrysal Boost Z,4,Nutricional,23653.2,14837.67,347
SO-000348,2025-04-01,Ecuador,Chrysal Root R,3,Fertilizante,66409.05,35178.77,348
SO-000349,2025-02-01,Ecuador,Chrysal Flora F,4,Insecticida,48247.68,30038.26,349
SO-000350,2024-02-01,Kenya,Chrysal Boost Z,4,Fungicida,95388.25,48019.88,350
SO-000351,2025-01-01,Kenya,Chrysal Protect Y,1,Insecticida,163278.43,90935.01,351
SO-000352,2022-02-01,Kenya,Chrysal Flora F,1,Insecticida,98832.88,61449.57,352
SO-000353,2022-05-01,Holanda,Chrysal Protect Y,4,Regulador de crecimiento,102634.77,52875.0,353
SO-000354,2025-03-01,Colombia,Chrysal Protect Y,1,Insecticida,99018.85,63452.11,354
SO-000355,2025-01-01,Ecuador,Chrysal Grow X,1,Insecticida,190712.14,90469.24,355
SO-000356,2024-02-01,Ecuador,Chrysal Root R,4,Nutricional,157202.58,71315.74,356
SO-000357,2023-01-01,Ecuador,Chrysal Flora F,3,Fungicida,128815.0,81259.99,357
SO-000358,2025-01-01,Holanda,Chrysal Protect Y,4,Nutricional,43213.1,20039.2,358
SO-000359,2022-03-01,Kenya,Chrysal Grow X,1,Nutricional,85334.26,55328.84,359
SO-000360,2024-05-01,Colombia,Chrysal Boost Z,3,Fertilizante,129048.5,82627.09,360
SO-000361,2025-01-01,Holanda,Chrysal Flora F,2,Nutricional,102850.9,49101.45,361
SO-000362,2022-02-01,Kenya,Chrysal Protect Y,3,Regulador de crecimiento,14087.71,7854.14,362
SO-000363,2022-04-01,Holanda,Chrysal Root R,1,Regulador de crecimiento,,46531.03,363
SO-000364,2023-01-01,Colombia,Chrysal Grow X,3,Fertilizante,107471.8,57565.23,364
SO-000365,2024-01-01,Kenya,Chrysal Protect Y,4,Fungicida,162134.87,74952.52,365
SO-000366,2024-03-01,Holanda,Chrysal Root R,2,Fungicida,130267.26,64454.27,366
SO-000367,2023-05-01,Colombia,Chrysal Protect Y,2,Nutricional,147269.71,76971.19,367
SO-000368,2023-04-01,Ecuador,Chrysal Flora F,2,Nutricional,82864.39,44558.63,368
SO-000369,2024-02-01,Colombia,Chrysal Flora F,1,Nutricional,28666.99,18504.52,369
SO-000370,2024-04-01,Ecuador,Chrysal Flora F,1,Fungicida,48004.51,29358.27,370
SO-000371,2025-02-01,Holanda,Chrysal Grow X,2,Insecticida,133762.91,79920.93,371
SO-000372,2025-05-01,Kenya,Chrysal Flora F,3,Regulador de crecimiento,20190.63,11254.42,372
SO-000373,2023-02-01,Kenya,Chrysal Root R,2,Insecticida,165725.46,102418.26,373
SO-000374,2025-03-01,Holanda,Chrysal Protect Y,3,Insecticida,141668.29,73364.99,374
SO-000375,2022-03-01,Kenya,Chrysal Boost Z,3,Fungicida,160450.19,94951.19,375
SO-000376,2025-03-01,Kenya,Chrysal Root R,1,Insecticida,148008.84,96021.74,376
SO-000377,2025-03-01,Ecuador,Chrysal Root R,3,Fertilizante,9599.4,4923.78,377
SO-000378,2022-04-01,Holanda,Chrysal Flora F,2,Nutricional,123033.04,71950.16,378
SO-000379,2023-05-01,Colombia,Chrysal Grow X,1,Fertilizante,127973.71,79198.19,379
SO-000380,2022-02-01,Ecuador,Chrysal Protect Y,4,Regulador de crecimiento,102503.0,64900.95,380
SO-000381,2025-02-01,Holanda,Chrysal Grow X,4,Nutricional,20649.7,12257.39,381
SO-000382,2023-03-01,Ecuador,Chrysal Protect Y,1,Insecticida,153441.71,77752.23,382
SO-000383,2025-03-01,Colombia,Chrysal Protect Y,2,Regulador de crecimiento,163936.82,84469.5,383
SO-000384,2022-01-01,Colombia,Chrysal Grow X,4,Nutricional,95444.37,43346.21,384
SO-000385,2022-05-01,Holanda,Chrysal Root R,4,Insecticida,177896.35,107125.13,385
SO-000386,2025-04-01,Colombia,Chrysal Protect Y,3,Fertilizante,102769.64,47124.8,386
SO-000387,2024-02-01,Ecuador,Chrysal Grow X,3,Nutricional,93640.54,58331.54,387
SO-000388,2024-01-01,Colombia,Chrysal Protect Y,2,Insecticida,12583.18,5961.06,388
SO-000389,2022-01-01,Ecuador,Chrysal Boost Z,1,Fertilizante,22660.56,10976.22,389
SO-000390,2022-02-01,Ecuador,Chrysal Root R,2,Regulador de crecimiento,78646.04,42886.1,390
SO-000391,2024-04-01,Colombia,Chrysal Flora F,1,Regulador de crecimiento,162120.72,96879.46,391
SO-000392,2024-01-01,Holanda,Chrysal Protect Y,4,Regulador de crecimiento,82787.96,39556.12,392
SO-000393,2025-01-01,Kenya,Chrysal Boost Z,3,Regulador de crecimiento,115550.89,62168.02,393
SO-000394,2025-05-01,Colombia,Chrysal Flora F,2,Fungicida,48176.7,26331.95,394
SO-000395,2024-04-01,Ecuador,Chrysal Flora F,2,Nutricional,18160.27,8943.15,395
SO-000396,2025-01-01,Ecuador,Chrysal Protect Y,1,Nutricional,91595.21,43334.76,396
SO-000397,2025-04-01,Colombia,Chrysal Grow X,1,Fungicida,67293.7,41539.34,397
SO-000398,2023-02-01,Holanda,Chrysal Protect Y,2,Insecticida,22614.35,12449.05,398
SO-000399,2025-03-01,Holanda,Chrysal Boost Z,1,Insecticida,,96719.6,399
SO-000400,2022-01-01,Ecuador,Chrysal Flora F,2,Regulador de crecimiento,10992.52,6711.99,400
SO-000401,2025-05-01,Ecuador,Chrysal Protect Y,2,Fertilizante,172555.43,111498.2,401
SO-000402,2025-02-01,Holanda,Chrysal Grow X,2,Insecticida,127239.18,72677.14,402
SO-000403,2024-04-01,Kenya,Chrysal Protect Y,4,Fertilizante,81354.48,44805.3,403
SO-000404,2022-02-01,Colombia,Chrysal Root R,1,Nutricional,106539.81,66660.16,404
SO-000405,2025-01-01,Ecuador,Chrysal Grow X,3,Fertilizante,5719.7,3663.49,405
SO-000406,2025-04-01,Ecuador,Chrysal Boost Z,3,Nutricional,14782.65,8883.01,406
SO-000407,2023-03-01,Holanda,Chrysal Flora F,1,Fungicida,57812.43,31166.14,407
SO-000408,2025-02-01,Colombia,Chrysal Protect Y,2,Fungicida,73560.34,41814.95,408
SO-000409,2025-01-01,Holanda,Chrysal Grow X,3,Regulador de crecimiento,89507.59,52826.22,409
SO-000410,2023-05-01,Colombia,Chrysal Root R,3,Insecticida,15533.18,7593.47,410
SO-000411,2024-04-01,Colombia,Chrysal Grow X,1,Regulador de crecimiento,,33156.37,411
SO-000412,2025-02-01,Colombia,Chrysal Root R,3,Nutricional,146934.72,90506.54,412
SO-000413,2023-02-01,Ecuador,Chrysal Boost Z,2,Regulador de crecimiento,127775.56,74230.58,413
SO-000414,2022-03-01,Kenya,Chrysal Flora F,1,Fertilizante,,30716.44,414
SO-000415,2024-03-01,Holanda,Chrysal Boost Z,2,Nutricional,28476.12,16592.25,415
SO-000416,2022-05-01,Kenya,Chrysal Protect Y,3,Fungicida,72757.04,34460.97,416
SO-000417,2022-05-01,Holanda,Chrysal Grow X,3,Insecticida,96316.8,51076.76,417
SO-000418,2023-01-01,Colombia,Chrysal Root R,2,Nutricional,53932.39,32824.64,418
SO-000419,2025-01-01,Ecuador,Chrysal Root R,4,Nutricional,116776.9,57699.67,419
SO-000420,2023-05-01,Kenya,Chrysal Grow X,3,Fertilizante,52854.92,25750.51,420
SO-000421,2023-05-01,Ecuador,Chrysal Grow X,4,Insecticida,180836.48,115764.96,421
SO-000422,2023-04-01,Holanda,Chrysal Protect Y,3,Fungicida,124793.48,61395.83,422
SO-000423,2023-03-01,Ecuador,Chrysal Boost Z,4,Nutricional,18534.81,9307.88,423
SO-000424,2024-01-01,Ecuador,Chrysal Root R,4,Nutricional,19343.98,12456.04,424
SO-000425,2025-03-01,Kenya,Chrysal Protect Y,4,Fertilizante,159105.83,94976.91,425
SO-000426,2022-03-01,Colombia,Chrysal Boost Z,2,Regulador de crecimiento,18974.81,11193.61,426
SO-000427,2022-05-01,Ecuador,Chrysal Protect Y,4,Fungicida,158241.05,98202.06,427
SO-000428,2025-04-01,Colombia,Chrysal Root R,4,Insecticida,,3657.46,428
SO-000429,2022-02-01,Holanda,Chrysal Grow X,4,Nutricional,30687.28,18142.05,429
SO-000430,2025-04-01,Ecuador,Chrysal Grow X,3,Nutricional,146510.33,80688.76,430
SO-000431,2022-04-01,Kenya,Chrysal Boost Z,4,Fungicida,51317.93,31603.13,431
SO-000432,2023-03-01,Holanda,Chrysal Flora F,3,Regulador de crecimiento,22190.54,12240.93,432
SO-000433,2022-04-01,Holanda,Chrysal Boost Z,4,Nutricional,69826.41,40083.73,433
SO-000434,2025-01-01,Kenya,Chrysal Flora F,4,Fungicida,111754.82,60967.67,434
SO-000435,2025-03-01,Ecuador,Chrysal Protect Y,2,Fertilizante,51749.35,28236.09,435
SO-000436,2025-01-01,Ecuador,Chrysal Protect Y,3,Regulador de crecimiento,136359.87,82306.0,436
SO-000437,2025-02-01,Holanda,Chrysal Root R,4,Insecticida,8123.16,4676.61,437
SO-000438,2025-03-01,Ecuador,Chrysal Flora F,3,Nutricional,125229.31,72213.81,438
SO-000439,2024-02-01,Colombia,Chrysal Root R,3,Fungicida,139949.06,75580.4,439
SO-000440,2024-03-01,Kenya,Chrysal Grow X,1,Fertilizante,140885.38,78363.54,440
SO-000441,2022-05-01,Colombia,Chrysal Flora F,2,Insecticida,35172.6,21073.44,441
SO-000442,2025-04-01,Ecuador,Chrysal Boost Z,2,Fungicida,137492.37,84583.68,442
SO-000443,2022-05-01,Holanda,Chrysal Grow X,2,Fungicida,59508.43,35069.05,443
SO-000444,2025-02-01,Kenya,Chrysal Grow X,1,Insecticida,54249.51,34438.38,444
SO-000445,2025-04-01,Ecuador,Chrysal Boost Z,1,Fertilizante,137300.67,84311.51,445
SO-000446,2024-03-01,Ecuador,Chrysal Grow X,2,Fertilizante,102841.02,57834.99,446
SO-000447,2024-04-01,Holanda,Chrysal Flora F,1,Regulador de crecimiento,139813.59,81690.45,447
SO-000448,2023-01-01,Holanda,Chrysal Root R,1,Nutricional,10366.65,6585.54,448
SO-000449,2024-04-01,Colombia,Chrysal Grow X,1,Insecticida,65147.89,37384.05,449
SO-000450,2023-01-01,Kenya,Chrysal Flora F,2,Insecticida,137845.16,84769.45,450
SO-000451,2023-04-01,Kenya,Chrysal Protect Y,2,Insecticida,9017.08,5299.9,451
SO-000452,2023-01-01,Holanda,Chrysal Flora F,2,Fertilizante,108302.76,60691.49,452
SO-000453,2023-02-01,Colombia,Chrysal Root R,1,Nutricional,,15563.08,453
SO-000454,2023-05-01,Kenya,Chrysal Flora F,2,Regulador de crecimiento,39158.37,20957.54,454
SO-000455,2022-03-01,Holanda,Chrysal Boost Z,1,Fungicida,41148.09,26480.8,455
SO-000456,2024-04-01,Ecuador,Chrysal Root R,4,Fungicida,63472.36,36912.54,456
SO-000457,2023-05-01,Kenya,Chrysal Protect Y,1,Insecticida,45449.11,25582.35,457
SO-000458,2025-03-01,Colombia,Chrysal Boost Z,3,Nutricional,,6594.29,458
SO-000459,2024-03-01,Colombia,Chrysal Flora F,2,Fertilizante,163451.96,92726.68,459
SO-000460,2024-01-01,Colombia,Chrysal Root R,2,Nutricional,8460.63,4697.48,460
SO-000461,2023-02-01,Ecuador,Chrysal Protect Y,3,Nutricional,55457.51,33377.78,461
SO-000462,2022-02-01,Kenya,Chrysal Boost Z,1,Fertilizante,82872.46,49104.68,462
SO-000463,2023-05-01,Kenya,Chrysal Protect Y,4,Insecticida,,78239.72,463
SO-000464,2022-02-01,Ecuador,Chrysal Flora F,3,Nutricional,,114124.29,464
SO-000465,2025-04-01,Kenya,Chrysal Protect Y,3,Fungicida,,76051.98,465
SO-000466,2024-02-01,Ecuador,Chrysal Grow X,1,Fertilizante,100304.26,52724.42,466
SO-000467,2025-05-01,Ecuador,Chrysal Boost Z,2,Regulador de crecimiento,115060.32,63681.14,467
SO-000468,2022-02-01,Ecuador,Chrysal Protect Y,1,Insecticida,141511.82,75372.24,468
SO-000469,2022-04-01,Colombia,Chrysal Flora F,3,Fertilizante,,81914.74,469
SO-000470,2025-01-01,Kenya,Chrysal Flora F,3,Regulador de crecimiento,,54816.4,470
SO-000471,2022-05-01,Ecuador,Chrysal Protect Y,2,Regulador de crecimiento,,21910.36,471
SO-000472,2025-01-01,Kenya,Chrysal Flora F,2,Nutricional,78532.28,44383.08,472
SO-000473,2024-01-01,Colombia,Chrysal Root R,2,Nutricional,,78616.88,473
SO-000474,2025-01-01,Ecuador,Chrysal Root R,1,Nutricional,99475.84,59193.84,474
SO-000475,2024-03-01,Holanda,Chrysal Root R,2,Fertilizante,175715.64,91737.41,475
SO-000476,2025-03-01,Colombia,Chrysal Grow X,3,Fertilizante,113279.64,52948.52,476
SO-000477,2022-01-01,Holanda,Chrysal Protect Y,3,Insecticida,129527.36,63524.09,477
SO-000478,2025-05-01,Kenya,Chrysal Grow X,4,Nutricional,107081.18,59868.88,478
SO-000479,2022-04-01,Kenya,Chrysal Flora F,1,Regulador de crecimiento,80185.53,39404.09,479
SO-000480,2025-04-01,Colombia,Chrysal Grow X,4,Fungicida,94653.22,52891.71,480
SO-000481,2025-02-01,Kenya,Chrysal Flora F,3,Insecticida,106801.99,53007.94,481
SO-000482,2023-05-01,Holanda,Chrysal Flora F,4,Fertilizante,31288.11,19391.9,482
SO-000483,2022-03-01,Ecuador,Chrysal Boost Z,3,Insecticida,27040.95,14316.95,483
SO-000484,2023-01-01,Ecuador,Chrysal Root R,4,Insecticida,84787.82,42318.46,484
SO-000485,2022-02-01,Ecuador,Chrysal Flora F,2,Insecticida,153733.3,94156.3,485
SO-000486,2023-04-01,Colombia,Chrysal Boost Z,4,Insecticida,33721.7,17486.99,486
SO-000487,2024-03-01,Kenya,Chrysal Root R,2,Fungicida,121963.41,57603.02,487
SO-000488,2025-03-01,Holanda,Chrysal Flora F,2,Nutricional,39127.02,22070.84,488
SO-000489,2022-01-01,Kenya,Chrysal Flora F,1,Regulador de crecimiento,,64979.83,489
SO-000490,2022-04-01,Kenya,Chrysal Grow X,2,Insecticida,101459.64,60159.39,490
SO-000491,2025-05-01,Kenya,Chrysal Grow X,2,Insecticida,64225.09,31986.91,491
SO-000492,2022-03-01,Ecuador,Chrysal Root R,4,Insecticida,49299.44,26560.28,492
SO-000493,2022-01-01,Holanda,Chrysal Flora F,3,Nutricional,92105.95,46649.23,493
SO-000494,2023-05-01,Holanda,Chrysal Protect Y,1,Fertilizante,,57075.17,494
SO-000495,2022-04-01,Kenya,Chrysal Grow X,2,Fertilizante,130375.27,81526.62,495
SO-000496,2024-03-01,Ecuador,Chrysal Root R,1,Fungicida,116822.63,69599.88,496
SO-000497,2024-05-01,Ecuador,Chrysal Flora F,4,Fertilizante,139296.17,71081.81,497
SO-000498,2025-05-01,Holanda,Chrysal Flora F,2,Insecticida,173810.93,99050.44,498
SO-000499,2022-05-01,Ecuador,Chrysal Protect Y,4,Insecticida,45887.18,22496.32,499
SO-000500,2025-03-01,Ecuador,Chrysal Root R,1,Insecticida,,92562.24,500
SO-000501,2024-03-01,Ecuador,Chrysal Flora F,4,Fungicida,19891.47,9408.29,501
SO-000502,2022-02-01,Colombia,Chrysal Grow X,1,Insecticida,43849.61,19765.98,502
SO-000503,2022-04-01,Kenya,Chrysal Protect Y,4,Fertilizante,145738.53,80214.73,503
SO-000504,2025-01-01,Holanda,Chrysal Root R,1,Nutricional,,33586.9,504
SO-000505,2024-05-01,Holanda,Chrysal Protect Y,3,Nutricional,77082.0,43612.46,505
SO-000506,2022-02-01,Colombia,Chrysal Grow X,4,Regulador de crecimiento,164709.89,75915.18,506
SO-000507,2025-01-01,Kenya,Chrysal Root R,4,Fertilizante,,5206.76,507
SO-000508,2024-02-01,Holanda,Chrysal Protect Y,3,Insecticida,202419.73,111298.42,508
SO-000509,2025-03-01,Ecuador,Chrysal Boost Z,3,Nutricional,57830.02,28528.47,509
SO-000510,2023-05-01,Holanda,Chrysal Grow X,4,Fertilizante,,23044.34,510
SO-000511,2022-01-01,Ecuador,Chrysal Grow X,3,Nutricional,170706.13,79791.78,511
SO-000512,2023-01-01,Colombia,Chrysal Grow X,2,Insecticida,109566.33,59985.03,512
SO-000513,2024-01-01,Ecuador,Chrysal Boost Z,1,Nutricional,188013.75,110605.34,513
SO-000514,2023-01-01,Holanda,Chrysal Boost Z,1,Regulador de crecimiento,78923.36,39647.17,514
SO-000515,2023-01-01,Holanda,Chrysal Flora F,1,Regulador de crecimiento,114071.84,65573.99,515
SO-000516,2024-02-01,Holanda,Chrysal Protect Y,2,Nutricional,68808.88,42377.81,516
SO-000517,2025-05-01,Colombia,Chrysal Flora F,3,Fertilizante,195064.0,95204.38,517
SO-000518,2023-03-01,Colombia,Chrysal Protect Y,3,Fertilizante,18803.44,11910.93,518
SO-000519,2025-03-01,Kenya,Chrysal Boost Z,4,Fertilizante,80457.36,45113.38,519
SO-000520,2023-03-01,Holanda,Chrysal Boost Z,3,Nutricional,167787.09,85545.64,520
SO-000521,2025-03-01,Ecuador,Chrysal Flora F,4,Fertilizante,101714.69,54536.54,521
SO-000522,2024-02-01,Colombia,Chrysal Root R,2,Insecticida,,14471.79,522
SO-000523,2023-04-01,Holanda,Chrysal Flora F,1,Regulador de crecimiento,184816.89,109970.16,523
SO-000524,2024-05-01,Holanda,Chrysal Protect Y,1,Insecticida,172268.22,104956.16,524
SO-000525,2023-01-01,Colombia,Chrysal Flora F,1,Fertilizante,85434.22,52677.67,525
SO-000526,2024-04-01,Kenya,Chrysal Grow X,3,Insecticida,21883.86,14162.22,526
SO-000527,2024-03-01,Colombia,Chrysal Protect Y,4,Fertilizante,,20713.68,527
SO-000528,2023-04-01,Colombia,Chrysal Protect Y,4,Nutricional,165164.34,94189.39,528
SO-000529,2023-05-01,Ecuador,Chrysal Root R,2,Insecticida,20118.94,10418.47,529
SO-000530,2023-01-01,Ecuador,Chrysal Boost Z,3,Nutricional,125534.02,70163.36,530
SO-000531,2022-01-01,Kenya,Chrysal Protect Y,2,Nutricional,10730.55,4916.88,531
SO-000532,2025-05-01,Holanda,Chrysal Boost Z,4,Fungicida,78196.99,46837.26,532
SO-000533,2022-05-01,Colombia,Chrysal Flora F,4,Fertilizante,,64853.72,533
SO-000534,2022-03-01,Kenya,Chrysal Grow X,1,Regulador de crecimiento,60150.19,27308.47,534
SO-000535,2024-01-01,Ecuador,Chrysal Root R,3,Fertilizante,126690.11,58594.35,535
SO-000536,2023-04-01,Colombia,Chrysal Boost Z,4,Regulador de crecimiento,102843.86,54249.45,536
SO-000537,2025-02-01,Holanda,Chrysal Protect Y,1,Fertilizante,,2103.09,537
SO-000538,2024-02-01,Ecuador,Chrysal Boost Z,3,Nutricional,93762.67,50898.2,538
SO-000539,2022-05-01,Ecuador,Chrysal Protect Y,2,Insecticida,80834.88,46386.35,539
SO-000540,2023-03-01,Ecuador,Chrysal Boost Z,3,Insecticida,6002.05,3277.47,540
SO-000541,2024-02-01,Kenya,Chrysal Protect Y,3,Fungicida,177879.31,103586.38,541
SO-000542,2023-01-01,Holanda,Chrysal Flora F,4,Regulador de crecimiento,170427.37,84161.33,542
SO-000543,2024-05-01,Colombia,Chrysal Protect Y,4,Regulador de crecimiento,168964.41,79847.28,543
SO-000544,2023-04-01,Kenya,Chrysal Protect Y,3,Regulador de crecimiento,74335.1,42317.99,544
SO-000545,2022-05-01,Kenya,Chrysal Grow X,4,Nutricional,96255.36,52645.7,545
SO-000546,2025-04-01,Kenya,Chrysal Protect Y,4,Regulador de crecimiento,93447.5,42553.52,546
SO-000547,2022-05-01,Ecuador,Chrysal Grow X,4,Insecticida,42447.12,22331.28,547
SO-000548,2025-05-01,Holanda,Chrysal Root R,1,Nutricional,142583.86,67189.09,548
SO-000549,2023-05-01,Kenya,Chrysal Grow X,1,Fertilizante,139751.29,77739.64,549
SO-000550,2024-04-01,Colombia,Chrysal Flora F,3,Regulador de crecimiento,12573.84,6653.52,550
SO-000551,2022-04-01,Holanda,Chrysal Grow X,4,Regulador de crecimiento,142917.74,81839.04,551
SO-000552,2025-05-01,Colombia,Chrysal Root R,1,Fertilizante,138530.14,84658.6,552
SO-000553,2022-02-01,Holanda,Chrysal Flora F,3,Regulador de crecimiento,137106.11,69915.03,553
SO-000554,2025-03-01,Colombia,Chrysal Boost Z,4,Fertilizante,27388.52,17594.94,554
SO-000555,2022-03-01,Ecuador,Chrysal Boost Z,2,Nutricional,93160.9,51902.44,555
SO-000556,2025-03-01,Kenya,Chrysal Grow X,4,Insecticida,71034.1,40749.29,556
SO-000557,2025-04-01,Colombia,Chrysal Grow X,4,Fertilizante,,45012.91,557
SO-000558,2023-04-01,Holanda,Chrysal Root R,1,Fungicida,22785.16,13291.64,558
SO-000559,2025-02-01,Kenya,Chrysal Root R,3,Fertilizante,85064.47,46972.1,559
SO-000560,2023-03-01,Kenya,Chrysal Protect Y,3,Regulador de crecimiento,,13644.4,560
SO-000561,2025-03-01,Holanda,Chrysal Root R,1,Nutricional,134600.52,62018.05,561
SO-000562,2024-05-01,Colombia,Chrysal Protect Y,4,Nutricional,179608.11,81617.01,562
SO-000563,2024-04-01,Ecuador,Chrysal Flora F,2,Fertilizante,30758.23,16043.25,563
SO-000564,2024-03-01,Ecuador,Chrysal Grow X,4,Insecticida,133021.61,68736.55,564
